# version = csv_v1.0.0
# bname = aaaaaasy_s002_t000
# duration = 1199.00 secs
# montage_file = $NEDC_NFC/lib/nedc_eas_default_montage.txt
#
channel,start_time,stop_time,label,confidence
FP1-F7,0.0000,234.7796,bckg,1.0000
FP1-F7,234.7796,279.0120,gnsz,1.0000
FP1-F7,279.0120,316.6263,bckg,1.0000
FP1-F7,316.6263,326.8760,gnsz,1.0000
FP1-F7,326.8760,350.3120,bckg,1.0000
FP1-F7,350.3120,381.9981,gnsz,1.0000
FP1-F7,381.9981,418.1920,bckg,1.0000
FP1-F7,418.1920,431.7364,gnsz,1.0000
FP1-F7,431.7364,1199.0000,bckg,1.0000
F7-T3,0.0000,234.7796,bckg,1.0000
F7-T3,234.7796,279.0120,gnsz,1.0000
F7-T3,279.0120,316.6263,bckg,1.0000
F7-T3,316.6263,326.8760,gnsz,1.0000
F7-T3,326.8760,350.3120,bckg,1.0000
F7-T3,350.3120,381.9981,gnsz,1.0000
F7-T3,381.9981,418.1920,bckg,1.0000
F7-T3,418.1920,431.7364,gnsz,1.0000
F7-T3,431.7364,1199.0000,bckg,1.0000
T3-T5,0.0000,234.7796,bckg,1.0000
T3-T5,234.7796,279.0120,gnsz,1.0000
T3-T5,279.0120,316.6263,bckg,1.0000
T3-T5,316.6263,326.8760,gnsz,1.0000
T3-T5,326.8760,350.3120,bckg,1.0000
T3-T5,350.3120,381.9981,gnsz,1.0000
T3-T5,381.9981,418.1920,bckg,1.0000
T3-T5,418.1920,431.7364,gnsz,1.0000
T3-T5,431.7364,1199.0000,bckg,1.0000
T5-O1,0.0000,234.7796,bckg,1.0000
T5-O1,234.7796,279.0120,gnsz,1.0000
T5-O1,279.0120,316.6263,bckg,1.0000
T5-O1,316.6263,326.8760,gnsz,1.0000
T5-O1,326.8760,350.3120,bckg,1.0000
T5-O1,350.3120,381.9981,gnsz,1.0000
T5-O1,381.9981,418.1920,bckg,1.0000
T5-O1,418.1920,431.7364,gnsz,1.0000
T5-O1,431.7364,1199.0000,bckg,1.0000
FP2-F8,0.0000,234.7796,bckg,1.0000
FP2-F8,234.7796,279.0120,gnsz,1.0000
FP2-F8,279.0120,316.6263,bckg,1.0000
FP2-F8,316.6263,326.8760,gnsz,1.0000
FP2-F8,326.8760,350.3120,bckg,1.0000
FP2-F8,350.3120,381.9981,gnsz,1.0000
FP2-F8,381.9981,418.1920,bckg,1.0000
FP2-F8,418.1920,431.7364,gnsz,1.0000
FP2-F8,431.7364,1199.0000,bckg,1.0000
F8-T4,0.0000,234.7796,bckg,1.0000
F8-T4,234.7796,279.0120,gnsz,1.0000
F8-T4,279.0120,316.6263,bckg,1.0000
F8-T4,316.6263,326.8760,gnsz,1.0000
F8-T4,326.8760,350.3120,bckg,1.0000
F8-T4,350.3120,381.9981,gnsz,1.0000
F8-T4,381.9981,418.1920,bckg,1.0000
F8-T4,418.1920,431.7364,gnsz,1.0000
F8-T4,431.7364,1199.0000,bckg,1.0000
T4-T6,0.0000,234.7796,bckg,1.0000
T4-T6,234.7796,279.0120,gnsz,1.0000
T4-T6,279.0120,316.6263,bckg,1.0000
T4-T6,316.6263,326.8760,gnsz,1.0000
T4-T6,326.8760,350.3120,bckg,1.0000
T4-T6,350.3120,381.9981,gnsz,1.0000
T4-T6,381.9981,418.1920,bckg,1.0000
T4-T6,418.1920,431.7364,gnsz,1.0000
T4-T6,431.7364,1199.0000,bckg,1.0000
T6-O2,0.0000,234.7796,bckg,1.0000
T6-O2,234.7796,279.0120,gnsz,1.0000
T6-O2,279.0120,316.6263,bckg,1.0000
T6-O2,316.6263,326.8760,gnsz,1.0000
T6-O2,326.8760,350.3120,bckg,1.0000
T6-O2,350.3120,381.9981,gnsz,1.0000
T6-O2,381.9981,418.1920,bckg,1.0000
T6-O2,418.1920,431.7364,gnsz,1.0000
T6-O2,431.7364,1199.0000,bckg,1.0000
A1-T3,0.0000,234.7796,bckg,1.0000
A1-T3,234.7796,279.0120,gnsz,1.0000
A1-T3,279.0120,316.6263,bckg,1.0000
A1-T3,316.6263,326.8760,gnsz,1.0000
A1-T3,326.8760,350.3120,bckg,1.0000
A1-T3,350.3120,381.9981,gnsz,1.0000
A1-T3,381.9981,418.1920,bckg,1.0000
A1-T3,418.1920,431.7364,gnsz,1.0000
A1-T3,431.7364,1199.0000,bckg,1.0000
T3-C3,0.0000,234.7796,bckg,1.0000
T3-C3,234.7796,279.0120,gnsz,1.0000
T3-C3,279.0120,316.6263,bckg,1.0000
T3-C3,316.6263,326.8760,gnsz,1.0000
T3-C3,326.8760,350.3120,bckg,1.0000
T3-C3,350.3120,381.9981,gnsz,1.0000
T3-C3,381.9981,418.1920,bckg,1.0000
T3-C3,418.1920,431.7364,gnsz,1.0000
T3-C3,431.7364,1199.0000,bckg,1.0000
C3-CZ,0.0000,234.7796,bckg,1.0000
C3-CZ,234.7796,279.0120,gnsz,1.0000
C3-CZ,279.0120,316.6263,bckg,1.0000
C3-CZ,316.6263,326.8760,gnsz,1.0000
C3-CZ,326.8760,350.3120,bckg,1.0000
C3-CZ,350.3120,381.9981,gnsz,1.0000
C3-CZ,381.9981,418.1920,bckg,1.0000
C3-CZ,418.1920,431.7364,gnsz,1.0000
C3-CZ,431.7364,1199.0000,bckg,1.0000
CZ-C4,0.0000,234.7796,bckg,1.0000
CZ-C4,234.7796,279.0120,gnsz,1.0000
CZ-C4,279.0120,316.6263,bckg,1.0000
CZ-C4,316.6263,326.8760,gnsz,1.0000
CZ-C4,326.8760,350.3120,bckg,1.0000
CZ-C4,350.3120,381.9981,gnsz,1.0000
CZ-C4,381.9981,418.1920,bckg,1.0000
CZ-C4,418.1920,431.7364,gnsz,1.0000
CZ-C4,431.7364,1199.0000,bckg,1.0000
C4-T4,0.0000,234.7796,bckg,1.0000
C4-T4,234.7796,279.0120,gnsz,1.0000
C4-T4,279.0120,316.6263,bckg,1.0000
C4-T4,316.6263,326.8760,gnsz,1.0000
C4-T4,326.8760,350.3120,bckg,1.0000
