# version = csv_v1.0.0
# bname = aaaaaasy_s003_t001
# duration = 184.00 secs
# montage_file = $NEDC_NFC/lib/nedc_eas_default_montage.txt
#
channel,start_time,stop_time,label,confidence
FP1-F7,0.0000,33.1425,bckg,1.0000
FP1-F7,33.1425,53.0008,gnsz,1.0000
FP1-F7,53.0008,184.0000,bckg,1.0000
F7-T3,0.0000,33.1425,bckg,1.0000
F7-T3,33.1425,53.0008,gnsz,1.0000
F7-T3,53.0008,184.0000,bckg,1.0000
T3-T5,0.0000,33.1425,bckg,1.0000
T3-T5,33.1425,53.0008,gnsz,1.0000
T3-T5,53.0008,184.0000,bckg,1.0000
T5-O1,0.0000,33.1425,bckg,1.0000
T5-O1,33.1425,53.0008,gnsz,1.0000
T5-O1,53.0008,184.0000,bckg,1.0000
FP2-F8,0.0000,33.1425,bckg,1.0000
FP2-F8,33.1425,53.0008,gnsz,1.0000
FP2-F8,53.0008,184.0000,bckg,1.0000
F8-T4,0.0000,33.1425,bckg,1.0000
F8-T4,33.1425,53.0008,gnsz,1.0000
F8-T4,53.0008,184.0000,bckg,1.0000
T4-T6,0.0000,33.1425,bckg,1.0000
T4-T6,33.1425,53.0008,gnsz,1.0000
T4-T6,53.0008,184.0000,bckg,1.0000
T6-O2,0.0000,33.1425,bckg,1.0000
T6-O2,33.1425,53.0008,gnsz,1.0000
T6-O2,53.0008,184.0000,bckg,1.0000
A1-T3,0.0000,33.1425,bckg,1.0000
A1-T3,33.1425,53.0008,gnsz,1.0000
A1-T3,53.0008,184.0000,bckg,1.0000
T3-C3,0.0000,33.1425,bckg,1.0000
T3-C3,33.1425,53.0008,gnsz,1.0000
T3-C3,53.0008,184.0000,bckg,1.0000
C3-CZ,0.0000,33.1425,bckg,1.0000
C3-CZ,33.1425,53.0008,gnsz,1.0000
C3-CZ,53.0008,184.0000,bckg,1.0000
CZ-C4,0.0000,33.1425,bckg,1.0000
CZ-C4,33.1425,53.0008,gnsz,1.0000
CZ-C4,53.0008,184.0000,bckg,1.0000
C4-T4,0.0000,33.1425,bckg,1.0000
C4-T4,33.1425,53.0008,gnsz,1.0000
C4-T4,53.0008,184.0000,bckg,1.0000
T4-A2,0.0000,33.1425,bckg,1.0000
T4-A2,33.1425,53.0008,gnsz,1.0000
T4-A2,53.0008,184.0000,bckg,1.0000
FP1-F3,0.0000,33.1425,bckg,1.0000
FP1-F3,33.1425,53.0008,gnsz,1.0000
FP1-F3,53.0008,184.0000,bckg,1.0000
F3-C3,0.0000,33.1425,bckg,1.0000
F3-C3,33.1425,53.0008,gnsz,1.0000
F3-C3,53.0008,184.0000,bckg,1.0000
C3-P3,0.0000,33.1425,bckg,1.0000
C3-P3,33.1425,53.0008,gnsz,1.0000
C3-P3,53.0008,184.0000,bckg,1.0000
P3-O1,0.0000,33.1425,bckg,1.0000
P3-O1,33.1425,53.0008,gnsz,1.0000
P3-O1,53.0008,184.0000,bckg,1.0000
FP2-F4,0.0000,33.1425,bckg,1.0000
FP2-F4,33.1425,53.0008,gnsz,1.0000
FP2-F4,53.0008,184.0000,bckg,1.0000
F4-C4,0.0000,33.1425,bckg,1.0000
F4-C4,33.1425,53.0008,gnsz,1.0000
F4-C4,53.0008,184.0000,bckg,1.0000
C4-P4,0.0000,33.1425,bckg,1.0000
C4-P4,33.1425,53.0008,gnsz,1.0000
C4-P4,53.0008,184.0000,bckg,1.0000
P4-O2,0.0000,33.1425,bckg,1.0000
P4-O2,33.1425,53.0008,gnsz,1.0000
P4-O2,53.0008,184.0000,bckg,1.0000
